 ,Area,Mean,Min,Max,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
118,2.539,53.887,15.512,96.800,-45.807,0.518,7.845,646.000,1980.000,134.193,0.000,0.000,0.000,NaN,7.845
119,2.441,87.405,41.424,169.000,-50.042,0.539,7.542,652.000,2011.500,129.958,0.000,0.000,0.000,NaN,7.542
120,1.953,52.597,27.769,89.093,35.362,0.696,5.940,687.000,1962.500,35.362,0.000,0.000,0.000,NaN,5.940
121,2.930,33.500,11.047,144.500,-44.310,0.438,9.171,880.500,2024.000,135.690,8.882E-16,0.000,0.000,NaN,9.171
122,1.562,9.427,3.981,30.500,-40.815,0.952,4.542,916.500,2020.500,139.185,0.000,0.000,0.000,NaN,4.542
123,3.418,16.722,7.206,25.696,-9.324,0.382,10.609,1052.000,1926.000,170.676,0.000,0.000,0.000,NaN,10.609
124,2.539,29.815,14.453,76.500,-31.159,0.518,7.851,1032.500,1970.500,148.841,0.000,0.000,0.000,NaN,7.851
125,2.832,7.326,0.000,32.000,-43.568,0.455,8.842,1241.500,1842.500,136.432,0.000,0.000,0.000,NaN,8.842
126,1.855,19.123,10.500,35.000,-48.366,0.732,5.644,1220.000,1867.000,131.634,0.000,0.000,0.000,NaN,5.644
127,2.051,13.779,2.025,33.000,-24.677,0.637,6.362,1249.000,1810.500,155.323,0.000,0.000,0.000,NaN,6.362
128,2.246,13.219,4.250,39.750,-10.305,0.578,6.988,1189.500,1971.500,169.695,0.000,0.000,0.000,NaN,6.988
129,2.148,9.270,3.026,25.000,-15.376,0.643,6.482,1056.500,1810.500,164.624,0.000,0.000,0.000,NaN,6.482
130,2.344,30.815,13.376,45.304,-33.341,0.583,7.107,1299.000,1780.500,146.659,0.000,0.000,0.000,NaN,7.107
131,2.539,22.776,4.466,61.778,-41.820,0.503,7.967,1357.000,1797.500,138.180,4.441E-16,0.000,0.000,NaN,7.967
132,2.832,12.067,2.732,29.500,-83.884,0.460,8.800,1466.500,1933.500,96.116,0.000,0.000,0.000,NaN,8.800
133,1.855,33.637,10.364,69.069,1.637,0.779,5.471,1496.000,1970.500,1.637,0.000,0.000,0.000,NaN,5.471
134,1.855,39.893,7.444,94.000,24.444,0.727,5.664,1516.000,1933.000,24.444,4.441E-16,0.000,0.000,NaN,5.664
135,2.148,21.765,12.095,77.000,10.784,0.605,6.680,1482.000,2033.500,10.784,0.000,0.000,0.000,NaN,6.680
136,2.441,32.548,12.722,55.205,-32.005,0.565,7.370,1426.000,1810.000,147.995,4.441E-16,0.000,0.000,NaN,7.370
137,2.148,13.733,4.857,37.000,-37.147,0.645,6.469,1367.500,1718.000,142.853,0.000,0.000,0.000,NaN,6.469
138,2.148,23.767,5.591,77.500,-32.152,0.647,6.459,1495.000,1711.500,147.848,0.000,0.000,0.000,NaN,6.459
139,2.539,20.137,8.400,48.500,-15.154,0.528,7.770,1492.000,1739.000,164.846,0.000,0.000,0.000,NaN,7.770
140,2.539,32.201,7.507,62.462,-43.363,0.533,7.737,1503.000,1851.500,136.637,0.000,0.000,0.000,NaN,7.737
141,1.953,11.784,4.211,53.500,-30.700,0.726,5.815,1433.000,1514.500,149.300,0.000,0.000,0.000,NaN,5.815
142,2.148,7.341,0.000,46.000,-48.945,0.654,6.423,1481.000,1540.500,131.055,0.000,0.000,0.000,NaN,6.423
143,2.539,28.899,11.658,60.000,-27.597,0.530,7.758,1463.500,1593.000,152.403,0.000,0.000,0.000,NaN,7.758
144,3.613,15.088,0.000,69.188,16.928,0.358,11.270,1388.000,1588.500,16.928,0.000,0.000,0.000,NaN,11.270
145,3.027,26.831,4.074,73.500,-29.148,0.440,9.303,1399.500,1445.500,150.852,0.000,0.000,0.000,NaN,9.303
146,3.027,71.100,36.533,111.250,42.337,0.420,9.512,1460.000,1467.000,42.337,0.000,0.000,0.000,NaN,9.512
147,1.953,82.623,34.605,146.000,-79.563,0.673,6.037,1513.500,1493.500,100.437,0.000,0.000,0.000,NaN,6.037
148,1.172,13.333,9.442,26.500,-21.801,1.000,3.366,1415.000,1481.500,158.199,0.000,0.000,0.000,NaN,3.366
149,2.344,43.892,4.457,214.000,-39.644,0.584,7.102,1513.500,1245.000,140.356,4.441E-16,0.000,0.000,NaN,7.102
